loan_id,age,gender,marital_status,education,self_employed,num_dependents,employment_years,income_annual,loan_amount,loan_term_months,loan_purpose,credit_score,existing_loans,residential_assets,commercial_assets,bank_balance,monthly_expenses,property_area,loan_status,unnamed_col,row_number,random_notes
5664,46.0,F,SINGLE,Post Graduate,,5,,178442.0,,84,Personal,705.0,0,832747,13115.0,153746.0,33870.0,Urban,Approved,,5663,N/A
2305,38.0,,SINGLE,graduate,N,4,15.0,85421.0,114869.0,48,home,761.0,3,245676,212181.0,254161.0,37177.0,semi-urban,Approved,,2304,N/A
3981,32.0,FEMALE,Divorced,Grad,yes,2,1.0,,409311.0,84,EDUCATION,565.0,4,725237,74696.0,223364.0,,semi-urban,Rejected,,3980,check
2579,50.0,FEMALE,married,NOT GRADUATE,N,0,,158562.0,489091.0,12,Education,323.0,0,958045,367180.0,150926.0,16032.0,RURAL,Approved,,2578,
5295,,female,divorced,Grad,yes,4,22.0,121732.0,382157.0,60,Personal,555.0,2,994875,333280.0,70483.0,26792.0,Urban,Rejected,,5294,
4403,35.0,F,SINGLE,graduate,Y,2,19.0,116090.0,461395.0,36,EDUCATION,846.0,3,422286,164246.0,71922.0,23801.0,Urban,Approved,,4402,
2217,49.0,Male,Divorced,graduate,NO,4,25.0,,43886.0,48,Business,314.0,4,399705,398787.0,108449.0,11101.0,Rural,Approved,,6110,N/A
2237,60.0,male,Single,Graduate,Yes,1,14.0,115310.0,220838.0,48,Personal,841.0,3,956265,86724.0,37569.0,12595.0,Rural,Approved,,2236,check
3165,32.0,F,divorced,Not Graduate,N,3,22.0,141187.0,143312.0,36,Medical,705.0,4,131787,17844.0,139953.0,25967.0,RURAL,Approved,,3164,N/A
2517,30.0,male,divorced,Post Graduate,,3,14.0,83079.0,114367.0,120,Business,562.0,1,154458,208506.0,22871.0,34837.0,RURAL,Approved,,2516,N/A
927,23.0,,Single,Not Graduate,yes,2,27.0,71482.0,286315.0,48,home,410.0,4,258631,27396.0,93910.0,,urban,Rejected,,926,
89,27.0,F,Married,graduate,N,1,17.0,,,84,Home,538.0,3,515360,133045.0,138781.0,43563.0,Urban,Rejected,,88,N/A
2877,27.0,MALE,,Post Graduate,Y,0,2.0,108074.0,448888.0,60,Home,529.0,2,316112,248181.0,252613.0,,Urban,Rejected,,2876,
325,55.0,F,married,NOT GRADUATE,No,2,14.0,74970.0,488248.0,120,home,831.0,2,965640,237149.0,264705.0,32276.0,semi-urban,Approved,,324,
502,24.0,,married,Post Graduate,N,2,28.0,38557.0,184559.0,120,Business,361.0,2,879738,,72511.0,42736.0,urban,Rejected,,501,check
2570,33.0,male,SINGLE,Grad,no,2,19.0,124823.0,310204.0,24,EDUCATION,692.0,4,312583,89896.0,37877.0,18509.0,urban,Approved,,2569,N/A
3951,44.0,,Married,NOT GRADUATE,No,0,23.0,100720.0,317802.0,12,Medical,482.0,2,337127,461451.0,213046.0,37578.0,urban,Rejected,,3950,check
409,48.0,MALE,Single,NOT GRADUATE,NO,2,27.0,,,60,home,557.0,0,194382,359069.0,164782.0,19139.0,semi-urban,Approved,,408,none
326,61.0,M,Single,Graduate,no,3,2.0,,325067.0,120,Business,507.0,1,287956,,142913.0,35292.0,semi-urban,Rejected,,325,none
5276,24.0,,Divorced,Graduate,NO,0,6.0,120061.0,81067.0,84,Personal,651.0,1,697339,,145397.0,,urban,Approved,,5275,
535,39.0,female,divorced,Grad,N,4,23.0,127392.0,251464.0,84,Education,552.0,2,344846,318744.0,162371.0,32302.0,RURAL,Approved,,534,none
133,29.0,Female,Single,Graduate,Y,3,14.0,155675.0,267701.0,36,home,747.0,4,583059,313777.0,281340.0,44698.0,semi-urban,Approved,,132,
748,35.0,,Single,Graduate,NO,3,15.0,49813.0,115234.0,48,EDUCATION,734.0,0,279497,,26560.0,23134.0,Rural,Approved,,747,N/A
1455,59.0,M,Married,Post Graduate,yes,2,19.0,164179.0,3402182.0,84,Business,550.0,4,64176,492480.0,288426.0,9512.0,Rural,Approved,,1454,
1670,35.0,female,SINGLE,Grad,yes,3,24.0,148406.0,334347.0,36,Medical,485.0,0,776872,355266.0,5892.0,31158.0,Rural,Approved,,1669,check
5108,26.0,FEMALE,married,NOT GRADUATE,No,2,23.0,108952.0,177192.0,48,home,,3,797209,77461.0,151733.0,49324.0,Urban,Approved,,5107,
1047,47.0,male,married,Grad,Y,1,5.0,164233.0,340742.0,84,Medical,359.0,1,315997,400239.0,88898.0,,Rural,Approved,,1046,N/A
1050,31.0,MALE,SINGLE,Post Graduate,NO,2,1.0,40836.0,178620.0,60,Business,376.0,4,149924,401150.0,,38772.0,Urban,Rejected,,1049,none
2967,54.0,,married,Grad,Y,5,24.0,112320.0,404781.0,84,Education,,0,196805,298555.0,279268.0,,semi-urban,Approved,,2966,check
4673,41.0,Female,Single,Graduate,YES,5,4.0,83355.0,436030.0,24,EDUCATION,585.0,4,683362,89396.0,82490.0,42303.0,RURAL,Rejected,,4672,check
386,26.0,F,SINGLE,Post Graduate,YES,3,27.0,51105.0,248772.0,12,Home,548.0,1,208323,317644.0,29212.0,21172.0,urban,Approved,,6079,check
5814,63.0,,Single,graduate,NO,4,19.0,34497.0,226099.0,12,EDUCATION,605.0,2,966762,465009.0,238887.0,41442.0,semi-urban,Rejected,,5813,N/A
5342,30.0,male,SINGLE,Graduate,no,4,17.0,49873.0,340782.0,36,home,747.0,3,105558,343352.0,113349.0,7478.0,urban,Rejected,,5341,none
1696,56.0,F,Married,Graduate,,4,14.0,99732.0,74634.0,48,Medical,468.0,4,496342,63185.0,131739.0,9142.0,Semiurban,Approved,,1695,
809,29.0,M,Divorced,Graduate,Y,2,,126471.0,16519.0,36,Personal,657.0,2,67648,258180.0,266384.0,19032.0,RURAL,Approved,,808,
2969,55.0,MALE,divorced,Not Graduate,NO,2,5.0,159491.0,272014.0,48,Business,526.0,4,124971,439258.0,59227.0,26073.0,Rural,Approved,,2968,N/A
4386,53.0,male,Single,graduate,Y,0,25.0,,43176.0,24,EDUCATION,,2,888570,352420.0,289170.0,41109.0,Urban,Approved,,4385,
2722,40.0,F,married,Graduate,NO,4,20.0,52125.0,152748.0,48,Medical,836.0,2,583611,473989.0,106359.0,28204.0,RURAL,Approved,,2721,
623,36.0,female,married,Grad,no,5,18.0,137769.0,135963.0,60,EDUCATION,346.0,3,185269,171668.0,41625.0,,Rural,Approved,,622,
2982,58.0,Male,married,Post Graduate,NO,2,10.0,86133.0,267584.0,60,Business,548.0,0,196453,198019.0,16333.0,38500.0,urban,Approved,,2981,N/A
1943,41.0,,Married,graduate,no,3,10.0,63723.0,,12,Medical,594.0,2,817149,,16060.0,21712.0,RURAL,Rejected,,1942,N/A
1540,,male,divorced,Post Graduate,NO,4,23.0,105366.0,8098.0,36,home,542.0,2,778949,329901.0,274370.0,,Urban,Approved,,1539,
4598,41.0,Female,Single,Not Graduate,YES,4,,149651.0,12933.0,48,Home,684.0,0,159838,144408.0,237548.0,38522.0,urban,Approved,,4597,
2978,43.0,M,,graduate,No,0,24.0,30514.0,287272.0,120,Home,406.0,1,879000,225226.0,6032.0,41152.0,Rural,Rejected,,2977,check
372,34.0,MALE,divorced,Post Graduate,no,3,6.0,,163539.0,120,Personal,482.0,2,844468,8124.0,48982.0,41301.0,Rural,Approved,,371,none
5287,57.0,Male,divorced,Grad,yes,3,28.0,,297420.0,120,Medical,599.0,2,965590,66834.0,283988.0,10571.0,Urban,Approved,,5286,check
2573,57.0,M,Married,Graduate,NO,3,,,91067.0,120,Home,,4,269937,26655.0,43629.0,12170.0,Rural,Approved,,2572,
3843,63.0,Male,Divorced,Graduate,YES,2,24.0,81358.0,481908.0,12,Personal,715.0,1,977634,494625.0,37161.0,25389.0,Semiurban,Approved,,3842,
4754,55.0,female,married,graduate,no,2,,106928.0,241692.0,120,Personal,719.0,4,350466,174574.0,81170.0,,RURAL,Approved,,4753,none
470,44.0,M,,Grad,NO,3,14.0,99465.0,137957.0,12,Education,780.0,4,186368,486669.0,258656.0,,Urban,Approved,,469,
4688,31.0,male,Divorced,Post Graduate,No,5,8.0,,130611.0,120,Business,817.0,4,767727,306794.0,,26570.0,Semiurban,Approved,,4687,
169,53.0,Male,SINGLE,Graduate,NO,2,3.0,50734.0,152278.0,12,EDUCATION,708.0,3,534081,48297.0,169266.0,36457.0,RURAL,Approved,,168,
756,62.0,Female,Single,NOT GRADUATE,no,1,4.0,99183.0,25448.0,12,home,617.0,2,613759,329889.0,,28700.0,semi-urban,Approved,,755,none
4007,37.0,Male,Single,Grad,Yes,3,6.0,30778.0,453628.0,60,EDUCATION,705.0,3,389373,167935.0,18320.0,41736.0,Urban,Rejected,,4006,N/A
15,44.0,male,Divorced,Post Graduate,YES,1,6.0,190956.0,25229.0,60,Home,529.0,2,350541,134527.0,22064.0,,urban,Approved,,14,
4632,55.0,,Married,Post Graduate,Y,4,22.0,131301.0,398727.0,60,Medical,765.0,3,725939,169262.0,152070.0,42019.0,Semiurban,Approved,,4631,check
1967,53.0,female,Divorced,Not Graduate,No,4,10.0,172324.0,259351.0,36,EDUCATION,607.0,4,495112,338180.0,193922.0,45366.0,RURAL,Approved,,1966,
199,43.0,MALE,,graduate,No,0,,79658.0,200457.0,12,Home,309.0,3,240978,51096.0,296003.0,37295.0,RURAL,Approved,,198,none
1601,24.0,Male,SINGLE,graduate,Yes,3,22.0,152283.0,197261.0,60,Business,451.0,4,533721,338711.0,197296.0,44195.0,RURAL,Approved,,1600,none
2926,58.0,,divorced,Not Graduate,Y,1,25.0,,247821.0,120,Business,376.0,1,751829,80988.0,228552.0,49279.0,urban,Approved,,2925,
1028,58.0,F,divorced,Post Graduate,Y,3,5.0,68867.0,194016.0,12,Medical,789.0,1,584145,348158.0,112321.0,45929.0,Rural,Approved,,1027,check
3371,48.0,Female,married,Grad,NO,3,21.0,123602.0,387735.0,24,Home,498.0,4,966798,383140.0,243682.0,23121.0,semi-urban,Rejected,,3370,N/A
492,37.0,F,married,NOT GRADUATE,YES,5,15.0,,494058.0,12,Personal,413.0,3,575194,42680.0,296732.0,,Rural,Approved,,491,none
1534,47.0,Female,Married,graduate,N,0,19.0,93313.0,67508.0,60,Personal,,0,98086,240006.0,8056.0,13847.0,Semiurban,Approved,,1533,check
2623,,F,divorced,graduate,No,0,27.0,141070.0,350893.0,36,Business,,4,233380,181228.0,214785.0,16099.0,Rural,Approved,,2622,check
5375,27.0,MALE,married,Graduate,N,5,27.0,127855.0,192575.0,36,Home,656.0,3,262310,297333.0,152365.0,7295.0,Urban,Approved,,5374,none
3772,61.0,MALE,divorced,Not Graduate,NO,4,14.0,196637.0,467753.0,120,Personal,,4,381857,191216.0,137098.0,33120.0,Urban,Approved,,3771,
231,46.0,Female,Single,Graduate,Yes,1,13.0,152201.0,349543.0,48,Personal,501.0,0,695047,,45679.0,9479.0,RURAL,Approved,,230,none
2139,41.0,male,married,NOT GRADUATE,no,4,20.0,67218.0,318697.0,60,Education,414.0,1,229348,96909.0,88405.0,22204.0,Urban,Approved,,2138,none
5640,40.0,,married,Not Graduate,Y,0,24.0,82471.0,57499.0,60,home,760.0,1,999195,356898.0,229323.0,22102.0,Urban,Approved,,5639,check
3298,63.0,male,Single,graduate,Yes,1,16.0,114924.0,379119.0,24,Business,408.0,0,123546,265152.0,21472.0,48178.0,Rural,Approved,,3297,
2803,26.0,male,divorced,NOT GRADUATE,,3,,95386.0,47628.0,48,EDUCATION,680.0,0,732601,176070.0,84080.0,26909.0,urban,Approved,,2802,
4820,58.0,female,divorced,NOT GRADUATE,N,1,2.0,106576.0,154515.0,24,Home,690.0,1,209812,220509.0,105423.0,7515.0,Semiurban,Approved,,4819,check
1091,43.0,M,,graduate,no,4,10.0,126471.0,176915.0,36,Personal,,0,346043,481975.0,111577.0,34041.0,urban,Approved,,1090,
2026,34.0,F,SINGLE,Grad,No,4,11.0,35605.0,428431.0,120,Education,684.0,1,284561,436666.0,157651.0,18560.0,Semiurban,Approved,,2025,
894,,FEMALE,Married,Graduate,NO,3,26.0,131001.0,40198.0,12,Personal,711.0,4,911920,330860.0,57551.0,8146.0,RURAL,Approved,,893,none
1860,59.0,F,Single,graduate,No,3,11.0,189400.0,495339.0,84,EDUCATION,652.0,3,513521,278178.0,170192.0,9571.0,urban,Approved,,1859,none
4905,55.0,MALE,divorced,Grad,yes,4,17.0,117780.0,108070.0,60,home,449.0,1,242942,351416.0,108716.0,39003.0,Urban,Approved,,4904,
3113,42.0,F,married,Graduate,YES,0,5.0,105283.0,133909.0,120,Business,714.0,4,463215,287357.0,27118.0,7557.0,RURAL,Approved,,3112,none
1927,44.0,F,SINGLE,Not Graduate,no,1,,191169.0,330737.0,60,EDUCATION,662.0,1,623406,83238.0,10458.0,29769.0,Rural,Approved,,1926,none
2836,,male,divorced,graduate,Y,0,5.0,40968.0,152722.0,84,Personal,415.0,1,659707,101741.0,122302.0,8078.0,urban,Rejected,,2835,
4011,42.0,MALE,divorced,graduate,NO,2,11.0,56382.0,376126.0,48,EDUCATION,654.0,2,613771,254473.0,230973.0,14961.0,Urban,Approved,,4010,N/A
18,22.0,FEMALE,Single,graduate,YES,3,1.0,89322.0,316857.0,60,home,841.0,2,373701,286031.0,239715.0,6117.0,urban,Approved,,17,check
2776,23.0,male,married,Grad,No,3,18.0,53161.0,292312.0,84,Education,441.0,0,51126,124276.0,291963.0,47386.0,RURAL,Approved,,2775,N/A
2887,21.0,Female,Divorced,Graduate,No,4,12.0,188279.0,31567.0,36,Business,378.0,1,413466,233720.0,23652.0,40367.0,RURAL,Approved,,2886,
813,63.0,female,SINGLE,Graduate,Y,3,1.0,109242.0,439584.0,48,Medical,527.0,2,164315,153758.0,92865.0,32711.0,Urban,Rejected,,812,none
3186,57.0,F,Divorced,graduate,N,0,1.0,134212.0,123968.0,12,Business,367.0,4,642076,168927.0,,27210.0,Urban,Rejected,,3185,check
3707,33.0,male,SINGLE,Grad,No,1,5.0,83294.0,347315.0,48,home,809.0,3,913877,24050.0,260856.0,39352.0,Urban,Approved,,3706,none
866,62.0,MALE,married,Post Graduate,yes,4,28.0,138206.0,487898.0,36,Home,302.0,1,899944,332522.0,145993.0,15006.0,urban,Approved,,865,
440,32.0,MALE,married,NOT GRADUATE,Yes,2,0.0,43834.0,25505.0,24,Medical,,0,346601,94240.0,122139.0,21086.0,Semiurban,Rejected,,439,
4152,46.0,male,married,Grad,Yes,3,22.0,,353125.0,12,Education,344.0,4,263116,273259.0,197105.0,28379.0,urban,Approved,,4151,N/A
882,50.0,male,Divorced,Grad,Y,0,14.0,109044.0,292442.0,12,home,573 pts,1,949793,233958.0,249957.0,28892.0,Semiurban,Approved,,881,N/A
1298,55.0,Female,married,Post Graduate,YES,1,12.0,198371.0,461179.0,84,Home,841.0,0,695834,222822.0,150353.0,44499.0,semi-urban,Approved,,1297,none
5027,42.0,Female,,NOT GRADUATE,yes,1,27.0,106593.0,401900.0,36,EDUCATION,780.0,1,181243,317932.0,280858.0,42401.0,Urban,Approved,,5026,
2779,57.0,Female,SINGLE,Not Graduate,NO,3,12.0,53349.0,245454.0,60,EDUCATION,596.0,4,75112,246962.0,236404.0,49088.0,Semiurban,Rejected,,2778,
1898,48.0,M,Married,Grad,no,2,8.0,104664.0,475336.0,12,EDUCATION,809.0,4,960450,468972.0,238898.0,34830.0,RURAL,Approved,,1897,check
2104,33.0,male,Single,graduate,yes,0,9.0,142357.0,125403.0,60,Personal,384.0,1,815491,122588.0,95079.0,6262.0,Rural,Approved,,2103,check
2754,24.0,FEMALE,Single,NOT GRADUATE,No,2,26.0,161222.0,468002.0,36,Personal,515.0,0,291429,248513.0,147883.0,11007.0,Semiurban,Approved,,2753,
1048,25.0,,Divorced,NOT GRADUATE,YES,4,3.0,,295358.0,60,Personal,403.0,3,152280,175518.0,126357.0,16416.0,Urban,Rejected,,1047,N/A
4784,40.0,Male,married,Not Graduate,NO,4,7.0,49430.0,373225.0,84,Home,335.0,2,416782,150338.0,105129.0,8096.0,semi-urban,Rejected,,4783,check
5924,,male,Divorced,NOT GRADUATE,YES,0,9.0,40927.0,293727.0,24,Business,425.0,4,745594,155736.0,29551.0,26392.0,semi-urban,Rejected,,5923,check
3366,31.0,M,Married,Not Graduate,N,5,16.0,165006.0,344336.0,12,Personal,830.0,1,205666,407466.0,230307.0,34004.0,Rural,Approved,,3365,
5802,63.0,M,SINGLE,Post Graduate,,4,15.0,120808.0,405662.0,84,Medical,807.0,1,978269,93702.0,3805.0,49087.0,semi-urban,Approved,,5801,N/A
280,45.0,Female,SINGLE,graduate,NO,3,,21462.0,194878.0,48,Home,745.0,3,864894,238435.0,70023.0,39683.0,RURAL,Rejected,,279,check
731,50.0,Female,Single,graduate,Y,3,28.0,188112.0,337402.0,48,Home,454.0,2,807203,311608.0,92897.0,18481.0,Semiurban,Approved,,730,N/A
5244,22.0,Female,divorced,graduate,Y,3,,,145973.0,120,Medical,329.0,1,346129,245.0,131318.0,22733.0,semi-urban,Approved,,5243,
3784,42.0,M,divorced,Grad,Yes,3,2.0,,382928.0,48,Business,423.0,3,124446,105113.0,23354.0,,Rural,Rejected,,3783,N/A
4358,61.0,MALE,,Grad,Y,3,,32076.0,495995.0,120,Home,652.0,4,867417,249461.0,212614.0,28759.0,RURAL,Rejected,,4357,none
3679,46.0,Male,Divorced,Not Graduate,Y,5,5.0,54112.0,307468.0,120,home,481.0,0,565294,105409.0,144773.0,44488.0,RURAL,Approved,,3678,
2118,36.0,Male,Divorced,Post Graduate,No,3,18.0,36939.0,359837.0,36,home,653.0,1,726279,15711.0,12755.0,31963.0,RURAL,Approved,,2117,check
4128,35.0,F,SINGLE,Post Graduate,YES,5,24.0,29386.0,248626.0,120,EDUCATION,470.0,2,771237,57769.0,20510.0,,urban,Rejected,,4127,check
4601,35.0,F,divorced,NOT GRADUATE,Y,3,,93391.0,,120,Medical,668.0,1,837403,221796.0,45091.0,29630.0,semi-urban,Approved,,4600,check
1618,27.0,,SINGLE,NOT GRADUATE,NO,2,3.0,165364.0,297527.0,24,Home,437.0,3,663164,191717.0,271985.0,43317.0,RURAL,Approved,,1617,none
697,37.0,Female,Divorced,Not Graduate,NO,0,,152624.0,388040.0,120,Medical,331.0,0,514179,350004.0,139602.0,10345.0,semi-urban,Approved,,696,none
1560,63.0,Female,divorced,NOT GRADUATE,Yes,2,,198735.0,453484.0,36,Business,,0,218228,195058.0,3265.0,38383.0,semi-urban,Approved,,1559,
2532,52.0,Female,Married,Post Graduate,Y,3,2.0,142984.0,362073.0,24,Business,,0,312264,254445.0,74006.0,46833.0,Urban,Approved,,2531,check
1499,49.0,female,Single,Grad,NO,0,19.0,68784.0,165592.0,24,Business,,0,311531,27050.0,11218.0,47290.0,Semiurban,Approved,,1498,check
3667,30.0,M,Divorced,Post Graduate,No,2,0.0,179815.0,425129.0,24,Personal,794.0,2,426573,174625.0,98661.0,14426.0,Rural,Approved,,3666,
801,25.0,FEMALE,Married,Grad,N,5,25.0,,91839.0,12,Education,645.0,4,261927,160695.0,260935.0,42965.0,Rural,Approved,,800,
1942,28.0,M,married,Graduate,Yes,2,16.0,150864.0,201879.0,12,EDUCATION,393.0,1,464718,426917.0,89934.0,29853.0,urban,Approved,,1941,none
5554,,Female,Single,NOT GRADUATE,N,0,1.0,100903.0,473380.0,120,EDUCATION,316.0,1,318719,88215.0,,13870.0,Urban,Rejected,,5553,
4448,48.0,female,Married,Grad,No,4,18.0,103591.0,223216.0,84,EDUCATION,660.0,4,783815,358299.0,58339.0,,Rural,Approved,,4447,
322,50.0,Male,divorced,Grad,N,0,29.0,107924.0,117789.0,84,EDUCATION,435.0,0,841349,376133.0,291199.0,22640.0,Rural,Approved,,321,
677,25.0,male,divorced,graduate,,1,9.0,,80992.0,24,Education,648.0,0,89618,342630.0,111469.0,8956.0,Rural,Approved,,676,
2536,50.0,F,,Post Graduate,NO,2,16.0,114977.0,,12,Home,801.0,0,784475,219037.0,194386.0,,Rural,Approved,,2535,N/A
1033,35.0,Male,Divorced,Not Graduate,no,4,8.0,107892.0,,48,Education,628.0,3,962922,14879.0,82143.0,20839.0,Urban,Approved,,1032,check
5347,41.0,FEMALE,Single,Not Graduate,NO,5,20.0,157405.0,402599.0,12,home,670.0,2,320938,126827.0,172570.0,41059.0,Rural,Approved,,5346,none
5567,32.0,male,married,Post Graduate,NO,3,22.0,59759.0,203579.0,60,Home,326.0,0,913931,485472.0,168870.0,,Semiurban,Approved,,5566,check
1200,30.0,female,,Grad,YES,5,12.0,24137.0,142912.0,24,Education,831.0,0,455043,137580.0,72535.0,38862.0,RURAL,Approved,,1199,N/A
4944,22.0,male,Divorced,graduate,Y,5,10.0,122391.0,356187.0,36,Medical,531.0,0,753469,168876.0,190104.0,25543.0,Semiurban,Approved,,4943,N/A
4340,,MALE,Single,Not Graduate,NO,3,9.0,40047.0,123018.0,12,Education,400.0,1,413168,171731.0,245442.0,5688.0,RURAL,Rejected,,4339,
2260,41.0,MALE,Single,Graduate,no,5,17.0,109719.0,227310.0,120,home,762.0,1,181168,489894.0,33547.0,21518.0,semi-urban,Approved,,2259,N/A
4790,64.0,MALE,married,Post Graduate,Y,5,14.0,74555.0,41368.0,24,Business,707.0,4,414104,352177.0,196116.0,40245.0,Urban,Approved,,4789,
1922,53.0,Male,Divorced,NOT GRADUATE,Y,4,,20767.0,349785.0,60,home,782.0,2,354416,80824.0,154599.0,8268.0,Semiurban,Rejected,,1921,none
421,60.0,MALE,divorced,NOT GRADUATE,,5,10.0,120963.0,373178.0,60,Education,561.0,3,678614,32438.0,276703.0,43300.0,Rural,Rejected,,420,
4524,26.0,Male,divorced,Graduate,N,3,17.0,138211.0,41509.0,48,Medical,769.0,4,762311,243837.0,65669.0,36059.0,semi-urban,Approved,,4523,none
374,43.0,male,,Post Graduate,Y,1,7.0,54758.0,379612.0,120,home,316.0,1,27605,485944.0,129792.0,,RURAL,Approved,,373,
5383,41.0,MALE,SINGLE,Grad,,0,,36116.0,140753.0,120,home,621.0,1,978593,97500.0,60796.0,34953.0,semi-urban,Approved,,5382,
5258,59.0,Female,Single,Graduate,yes,4,26.0,145520.0,121787.0,120,Medical,,2,449771,476175.0,154140.0,14829.0,urban,Approved,,5257,check
2842,22.0,Female,SINGLE,NOT GRADUATE,yes,3,28.0,199412.0,291475.0,12,Medical,731.0,0,285047,263034.0,19504.0,15309.0,semi-urban,Approved,,2841,
1546,63.0,female,SINGLE,NOT GRADUATE,no,1,6.0,56701.0,321477.0,60,Education,317.0,4,983139,6415.0,258396.0,42379.0,RURAL,Rejected,,1545,N/A
4388,37.0,M,divorced,graduate,yes,4,20.0,113608.0,,24,Personal,478.0,2,876039,439581.0,149987.0,,Rural,Approved,,4387,
4398,48.0,Female,SINGLE,Graduate,YES,5,14.0,89519.0,409964.0,120,Medical,829.0,0,867326,182985.0,196833.0,44862.0,semi-urban,Approved,,4397,
4458,34.0,female,married,Graduate,no,2,,42394.0,101554.0,60,Medical,438.0,1,845355,102775.0,79327.0,13185.0,Semiurban,Rejected,,4457,check
182,,female,Married,Post Graduate,yes,5,25.0,,389474.0,84,Personal,461.0,0,383432,106329.0,32716.0,33798.0,Rural,Approved,,181,
1486,55.0,F,Single,Not Graduate,N,1,2.0,120468.0,489951.0,12,Home,,2,435475,429583.0,45498.0,16262.0,RURAL,Rejected,,1485,N/A
1120,53.0,Male,Divorced,graduate,YES,3,8.0,41673.0,357868.0,12,home,682.0,1,816157,398089.0,59417.0,44073.0,urban,Approved,,1119,
2685,59.0,M,Married,Not Graduate,yes,3,20.0,112091.0,164141.0,24,Business,556.0,0,676235,409994.0,132889.0,31765.0,urban,Approved,,2684,N/A
3774,53.0,MALE,married,Graduate,N,1,9.0,84947.0,290084.0,48,home,554.0,0,913464,457492.0,275050.0,49108.0,Semiurban,Approved,,3773,none
1840,60.0,Male,Married,Not Graduate,NO,0,23.0,47818.0,452398.0,48,Personal,318.0,3,969757,339559.0,88634.0,30160.0,Semiurban,Rejected,,1839,N/A
4258,,Male,Married,Grad,NO,3,5.0,43039.0,363963.0,24,Personal,308.0,4,534252,191727.0,32281.0,20303.0,Semiurban,Rejected,,4257,
1536,53.0,male,SINGLE,Graduate,Y,4,29.0,38316.0,199292.0,84,Personal,644.0,3,290938,322901.0,23279.0,,Semiurban,Rejected,,1535,none
1329,64.0,male,divorced,NOT GRADUATE,Yes,2,5.0,62863.0,204888.0,24,Medical,606.0,4,796232,280058.0,126200.0,35539.0,Semiurban,Approved,,1328,check
1210,22.0,Female,SINGLE,NOT GRADUATE,YES,4,25.0,43956.0,225533.0,24,home,350.0,2,356129,45083.0,244924.0,12579.0,Urban,Rejected,,1209,check
531,40.0,F,divorced,Grad,YES,4,4.0,55525.0,67821.0,120,Home,,0,787792,218858.0,174144.0,41271.0,urban,Approved,,530,N/A
5629,63.0,FEMALE,Divorced,Post Graduate,no,5,,,440716.0,24,EDUCATION,551.0,3,755745,136587.0,,15037.0,urban,Rejected,,5628,
2535,52.0,Male,SINGLE,Post Graduate,,5,29.0,,194864.0,60,Personal,361.0,4,346410,211063.0,119214.0,15734.0,RURAL,Approved,,2534,
5023,22.0,Male,Divorced,graduate,YES,2,4.0,104730.0,244647.0,24,Business,830.0,1,160585,459319.0,25886.0,43911.0,Urban,Approved,,5022,N/A
5525,30.0,F,Single,Grad,Y,3,15.0,179950.0,229731.0,120,Business,662.0,0,440451,427618.0,140046.0,42881.0,Rural,Approved,,5524,none
5145,125.0,F,Single,Post Graduate,YES,1,28.0,138319.0,479694.0,84,home,744.0,2,807448,186797.0,29688.0,26075.0,RURAL,Approved,,5144,
5879,23.0,MALE,divorced,Grad,N,3,24.0,180482.0,241107.0,24,Education,399.0,4,742705,421537.0,129533.0,43095.0,Rural,Approved,,5878,check
4746,,Female,SINGLE,NOT GRADUATE,no,2,21.0,45411.0,461339.0,120,Home,437.0,0,694237,413555.0,283313.0,48297.0,Rural,Rejected,,4745,
2178,23.0,FEMALE,SINGLE,Grad,Yes,2,24.0,153089.0,414633.0,120,Home,395.0,1,530795,212538.0,167383.0,25639.0,semi-urban,Approved,,2177,N/A
4717,40.0,MALE,SINGLE,Not Graduate,yes,3,1.0,48460.0,156601.0,120,Business,784.0,0,848123,403128.0,19056.0,22267.0,Semiurban,Rejected,,4716,none
1222,57.0,MALE,married,Not Graduate,NO,5,8.0,23516.0,66742.0,36,Education,360.0,4,853515,108453.0,851.0,9251.0,Rural,Rejected,,1221,
4557,22.0,Male,Divorced,NOT GRADUATE,N,3,3.0,100981.0,185653.0,60,Education,713.0,3,977284,39517.0,153617.0,17292.0,Urban,Approved,,4556,N/A
2707,25.0,Male,Married,NOT GRADUATE,yes,5,1.0,134316.0,96820.0,48,EDUCATION,768.0,0,573893,71527.0,51091.0,20108.0,urban,Approved,,2706,check
2790,42.0,,divorced,Grad,No,5,,111655.0,,48,Home,683.0,1,646871,231349.0,180122.0,40409.0,Rural,Approved,,2789,
4216,24.0,,divorced,Not Graduate,Yes,0,29.0,80848.0,244628.0,36,Home,412.0,4,534856,109572.0,195588.0,18811.0,Semiurban,Rejected,,4215,none
1104,31.0,female,SINGLE,NOT GRADUATE,YES,4,2.0,28417.0,365256.0,12,Personal,653.0,0,443688,9232.0,191035.0,25301.0,Urban,Rejected,,1103,check
3492,,female,,graduate,no,3,11.0,93273.0,116359.0,48,EDUCATION,586.0,0,11810,56469.0,92846.0,49213.0,Urban,Approved,,3491,check
5997,23.0,Male,SINGLE,Post Graduate,,0,,119855.0,218168.0,84,EDUCATION,596.0,4,589313,160282.0,185007.0,19769.0,semi-urban,Approved,,5996,none
1372,35.0,male,divorced,NOT GRADUATE,No,5,21.0,111493.0,335955.0,12,EDUCATION,399.0,4,299578,391442.0,254053.0,28916.0,Semiurban,Rejected,,1371,check
